User ID	Address	Age	Interests	Device	Content ID	Category	Type	Datetime	Reaction Type	Score	Sentiment	Duration
ab9a4d70-3ae4-48d6-b161-c18bd687c3b4	3475 Monique Station	25	fitness, fitness, veganism	Microsoft	258bb775-3c35-4eec-90f3-8b75a52e466a	education	photo	46:07.0	super love	75	positive	32
ab9a4d70-3ae4-48d6-b161-c18bd687c3b4	3475 Monique Station	25	fitness, fitness, veganism	Microsoft	258bb775-3c35-4eec-90f3-8b75a52e466a	education	photo	50:17.0	super love	75	positive	32
ab9a4d70-3ae4-48d6-b161-c18bd687c3b4	3475 Monique Station	25	fitness, fitness, veganism	Microsoft	258bb775-3c35-4eec-90f3-8b75a52e466a	education	photo	54:07.0	super love	75	positive	32
ab9a4d70-3ae4-48d6-b161-c18bd687c3b4	3475 Monique Station	25	fitness, fitness, veganism	Microsoft	258bb775-3c35-4eec-90f3-8b75a52e466a	education	photo	05:47.0	super love	75	positive	32
ef56931b-540b-4166-9090-73ae48ac8d97	274 Deleon Estates	27	healthy eating, public speaking, science, education	Huawei	8d32243c-2dd1-4128-bde1-d643207e582c	studying	photo	58:02.0	super love	75	positive	59
ef56931b-540b-4166-9090-73ae48ac8d97	274 Deleon Estates	27	healthy eating, public speaking, science, education	Huawei	8d32243c-2dd1-4128-bde1-d643207e582c	studying	photo	00:29.0	super love	75	positive	59
7adafb3c-7c7c-492b-be5b-5ddd9ff1316a	9413 Lawrence Terrace Apt. 564	16	public speaking, studying	Samsung	e2c433d2-096e-484e-8c69-28f0bb69f3b7	science	audio	04:44.0	super love	75	positive	70
7adafb3c-7c7c-492b-be5b-5ddd9ff1316a	9413 Lawrence Terrace Apt. 564	16	public speaking, studying	Samsung	e2c433d2-096e-484e-8c69-28f0bb69f3b7	science	audio	18:03.0	super love	75	positive	70
7adafb3c-7c7c-492b-be5b-5ddd9ff1316a	9413 Lawrence Terrace Apt. 564	16	public speaking, studying	Samsung	e2c433d2-096e-484e-8c69-28f0bb69f3b7	science	audio	05:54.0	super love	75	positive	70
7000ac2e-87a0-4e23-b342-5f150e03f9ef	741 Knight Manors	34	travel, veganism,healthy eating	Huawei	409aa11d-5af3-4a70-9da1-482857f5835e	Fitness	GIF	12:48.0	super love	75	positive	20
7000ac2e-87a0-4e23-b342-5f150e03f9ef	741 Knight Manors	34	travel, veganism,healthy eating	Huawei	409aa11d-5af3-4a70-9da1-482857f5835e	Fitness	GIF	38:11.0	super love	75	positive	20
31cfc138-cec0-4176-bd6d-79c4cadbb1d4	26351 Johnson Knoll	27	public speaking, travel, animals	Microsoft	eaddee3e-3a23-47cd-9785-ab7f2120a293	science	video	53:42.0	super love	75	positive	35
1e6db00c-22dd-4ae9-80e3-95f7a88b18b8	226 Kristine Glen	10	animals, technology, soccer	Motorola	841403fd-321b-4118-90b3-cc0075d64047	studying	GIF	47:38.0	super love	75	positive	71
72d2587e-8fae-4626-a73d-352e6465ba0f	384 Steven Station	21	soccer, culture	Google	3724de8a-ec2f-4021-a3f1-605d551da9d0	culture	video	12:44.0	super love	75	positive	75
72d2587e-8fae-4626-a73d-352e6465ba0f	384 Steven Station	21	soccer, culture	Google	3724de8a-ec2f-4021-a3f1-605d551da9d0	culture	video	24:49.0	super love	75	positive	75
72d2587e-8fae-4626-a73d-352e6465ba0f	384 Steven Station	21	soccer, culture	Google	3724de8a-ec2f-4021-a3f1-605d551da9d0	culture	video	19:08.0	super love	75	positive	75
7a85fbc6-253f-4552-9f4a-c1a332e14fa5	463 James Forest Suite 891	26	studying	Google	2d0926be-9a29-4e6c-b342-815c70172214	animals	GIF	59:28.0	super love	75	positive	12
7a85fbc6-253f-4552-9f4a-c1a332e14fa5	463 James Forest Suite 891	26	studying	Google	2d0926be-9a29-4e6c-b342-815c70172214	animals	GIF	17:55.0	super love	75	positive	12
f11e8adf-a550-4e7a-ab81-dbccd952dff8	343 Julia Landing	18	veganism, tennis	Samsung	dcaa5091-1246-4d3c-aed8-dcd8e1da69cc	science	photo	51:53.0	super love	75	positive	3
f11e8adf-a550-4e7a-ab81-dbccd952dff8	343 Julia Landing	18	veganism, tennis	Samsung	dcaa5091-1246-4d3c-aed8-dcd8e1da69cc	science	photo	20:31.0	super love	75	positive	3
f11e8adf-a550-4e7a-ab81-dbccd952dff8	343 Julia Landing	18	veganism, tennis	Samsung	dcaa5091-1246-4d3c-aed8-dcd8e1da69cc	science	photo	24:16.0	super love	75	positive	3
f11e8adf-a550-4e7a-ab81-dbccd952dff8	343 Julia Landing	18	veganism, tennis	Samsung	dcaa5091-1246-4d3c-aed8-dcd8e1da69cc	science	photo	36:06.0	super love	75	positive	3
f3eb7ee0-7788-43a0-9686-1c399260b17e	08535 Johnson Springs	39	technology, food	HTC	0adb9a94-210a-4e84-bca1-13db9452ff0e	healthy eating	video	35:03.0	super love	75	positive	15
f3eb7ee0-7788-43a0-9686-1c399260b17e	08535 Johnson Springs	39	technology, food	HTC	0adb9a94-210a-4e84-bca1-13db9452ff0e	healthy eating	video	20:50.0	super love	75	positive	15
f3eb7ee0-7788-43a0-9686-1c399260b17e	08535 Johnson Springs	39	technology, food	HTC	0adb9a94-210a-4e84-bca1-13db9452ff0e	healthy eating	video	37:23.0	super love	75	positive	15
f3eb7ee0-7788-43a0-9686-1c399260b17e	08535 Johnson Springs	39	technology, food	HTC	0adb9a94-210a-4e84-bca1-13db9452ff0e	healthy eating	video	13:49.0	super love	75	positive	15
f3eb7ee0-7788-43a0-9686-1c399260b17e	08535 Johnson Springs	39	technology, food	HTC	0adb9a94-210a-4e84-bca1-13db9452ff0e	healthy eating	video	41:21.0	super love	75	positive	15
bfe23c39-f814-4282-b0f7-506cd8295b8a	658 Mcguire Forges Apt. 563	15	public speaking	Google	86346263-02db-4020-a216-9e54f502f643	travel	GIF	23:45.0	super love	75	positive	77
b0d6f088-ee97-4087-aeb1-4957f24a5f4d	4482 Ann Throughway Suite 186	25	veganism	Microsoft	43da458b-66fe-4723-996c-57dcfad67edf	food	GIF	28:49.0	super love	75	positive	18
b0d6f088-ee97-4087-aeb1-4957f24a5f4d	4482 Ann Throughway Suite 186	25	veganism	Microsoft	43da458b-66fe-4723-996c-57dcfad67edf	food	GIF	42:37.0	super love	75	positive	18
18421d97-6f86-4d21-a7b1-dcc57dd8be76	PSC 7263, Box 9049	15	dogs, education, culture, veganism	Huawei	3d02ae44-c8f2-4d2d-a64c-9355a4f46430	fitness	GIF	58:01.0	super love	75	positive	53
6178d76a-af2e-4453-93ee-02ca23ed3fdc	PSC 7480, Box 4771	29	cooking, cooking,cooking	Apple	7dc268e5-b50d-4280-82aa-e08af75a8a0a	science	photo	40:47.0	super love	75	positive	23
6178d76a-af2e-4453-93ee-02ca23ed3fdc	PSC 7480, Box 4771	29	cooking, cooking,cooking	Apple	7dc268e5-b50d-4280-82aa-e08af75a8a0a	science	photo	55:19.0	super love	75	positive	23
cf34e8ee-f508-47bc-baa1-bcc576e1084d	16998 Thomas Curve Suite 874	24	fitness,technology,healthy eating, education	Huawei	d0e55134-c60e-4a05-999c-d7697b4901f0	cooking	GIF	44:25.0	super love	75	positive	10
cf34e8ee-f508-47bc-baa1-bcc576e1084d	16998 Thomas Curve Suite 874	24	fitness,technology,healthy eating, education	Huawei	d0e55134-c60e-4a05-999c-d7697b4901f0	cooking	GIF	45:26.0	super love	75	positive	10
cf34e8ee-f508-47bc-baa1-bcc576e1084d	16998 Thomas Curve Suite 874	24	fitness,technology,healthy eating, education	Huawei	d0e55134-c60e-4a05-999c-d7697b4901f0	cooking	GIF	11:16.0	super love	75	positive	10
948f7e9d-49bb-4770-bc9d-cb3fb65cca15	2627 Stacy Trail Suite 425	11	soccer, studying, soccer	Samsung	ebdf5d36-9ecc-44d7-b641-d33805709452	cooking	audio	26:00.0	super love	75	positive	82
948f7e9d-49bb-4770-bc9d-cb3fb65cca15	2627 Stacy Trail Suite 425	11	soccer, studying, soccer	Samsung	ebdf5d36-9ecc-44d7-b641-d33805709452	cooking	audio	38:32.0	super love	75	positive	82
948f7e9d-49bb-4770-bc9d-cb3fb65cca15	2627 Stacy Trail Suite 425	11	soccer, studying, soccer	Samsung	ebdf5d36-9ecc-44d7-b641-d33805709452	cooking	audio	22:41.0	super love	75	positive	82
26c6734f-42b6-48f8-a08e-e1c3a79019d0	9597 Guzman Bridge Apt. 326	41	cooking,animals	HTC	e6b61eab-6879-4618-b189-476f27f02fdd	science	audio	10:03.0	super love	75	positive	35
26c6734f-42b6-48f8-a08e-e1c3a79019d0	9597 Guzman Bridge Apt. 326	41	cooking,animals	HTC	e6b61eab-6879-4618-b189-476f27f02fdd	science	audio	34:36.0	super love	75	positive	35
26c6734f-42b6-48f8-a08e-e1c3a79019d0	9597 Guzman Bridge Apt. 326	41	cooking,animals	HTC	e6b61eab-6879-4618-b189-476f27f02fdd	science	audio	41:45.0	super love	75	positive	35
bec3a622-1373-49c2-9d57-e0281c34f5cf	376 Joshua Port	20	cooking,animals, studying, fitness	HTC	27ec2b21-a749-4181-b182-150a174fc277	animals	GIF	07:58.0	super love	75	positive	51
bec3a622-1373-49c2-9d57-e0281c34f5cf	376 Joshua Port	20	cooking,animals, studying, fitness	HTC	27ec2b21-a749-4181-b182-150a174fc277	animals	GIF	41:35.0	super love	75	positive	51
bec3a622-1373-49c2-9d57-e0281c34f5cf	376 Joshua Port	20	cooking,animals, studying, fitness	HTC	27ec2b21-a749-4181-b182-150a174fc277	animals	GIF	14:29.0	super love	75	positive	51
f9ecf6a2-8402-43b3-bf22-8cd54394ea02	282 David Cliffs	28	veganism	Huawei	bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b	food	video	11:04.0	super love	75	positive	56
f9ecf6a2-8402-43b3-bf22-8cd54394ea02	282 David Cliffs	28	veganism	Huawei	bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b	food	video	16:34.0	super love	75	positive	56
f9ecf6a2-8402-43b3-bf22-8cd54394ea02	282 David Cliffs	28	veganism	Huawei	bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b	food	video	18:39.0	super love	75	positive	56
f9ecf6a2-8402-43b3-bf22-8cd54394ea02	282 David Cliffs	28	veganism	Huawei	bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b	food	video	34:16.0	super love	75	positive	56
9a5c1dcc-d26b-4303-b487-3075e7d34e02	00777 Melissa Crossroad Apt. 719	39	public speaking, education, veganism, animals	HTC	496645a7-64f7-4c56-94f5-a71671cb262e	dogs	GIF	22:03.0	super love	75	positive	16
9a5c1dcc-d26b-4303-b487-3075e7d34e02	00777 Melissa Crossroad Apt. 719	39	public speaking, education, veganism, animals	HTC	496645a7-64f7-4c56-94f5-a71671cb262e	dogs	GIF	10:32.0	super love	75	positive	16
9a5c1dcc-d26b-4303-b487-3075e7d34e02	00777 Melissa Crossroad Apt. 719	39	public speaking, education, veganism, animals	HTC	496645a7-64f7-4c56-94f5-a71671cb262e	dogs	GIF	57:28.0	super love	75	positive	16
23483ddd-e43e-4c5f-a1b7-5392410aa8d1	9462 Darlene Meadows Apt. 135	26	studying	HTC	d6d4ec49-4210-44de-9f90-c93dfbeed084	tennis	video	56:42.0	super love	75	positive	35
47def058-01cc-478f-9830-eaddcccac633	7445 Michael Prairie	22	fitness, veganism, dogs, fitness	Motorola	229d5bad-c1e4-439c-8978-0efdcdfea4d1	food	audio	29:06.0	super love	75	positive	68
47def058-01cc-478f-9830-eaddcccac633	7445 Michael Prairie	22	fitness, veganism, dogs, fitness	Motorola	229d5bad-c1e4-439c-8978-0efdcdfea4d1	food	audio	06:57.0	super love	75	positive	68
47def058-01cc-478f-9830-eaddcccac633	7445 Michael Prairie	22	fitness, veganism, dogs, fitness	Motorola	229d5bad-c1e4-439c-8978-0efdcdfea4d1	food	audio	46:03.0	super love	75	positive	68
47def058-01cc-478f-9830-eaddcccac633	7445 Michael Prairie	22	fitness, veganism, dogs, fitness	Motorola	229d5bad-c1e4-439c-8978-0efdcdfea4d1	food	audio	33:28.0	super love	75	positive	68
41cd692a-be3c-4acd-a2c8-184586bdc180	755 John Wells	42	education, tennis, food	Motorola	80d4bec9-6441-41a2-be74-0eec3e5317ef	tennis	video	27:02.0	super love	75	positive	62
69fcad9e-45a9-4189-b7e1-96b26c57c542	38435 Dominguez Views Suite 347	34	animals, fitness, fitness	Huawei	48a824bf-e495-4333-8acf-c800947ec2cd	soccer	audio	31:35.0	super love	75	positive	56
69fcad9e-45a9-4189-b7e1-96b26c57c542	38435 Dominguez Views Suite 347	34	animals, fitness, fitness	Huawei	48a824bf-e495-4333-8acf-c800947ec2cd	soccer	audio	32:45.0	super love	75	positive	56
69fcad9e-45a9-4189-b7e1-96b26c57c542	38435 Dominguez Views Suite 347	34	animals, fitness, fitness	Huawei	48a824bf-e495-4333-8acf-c800947ec2cd	soccer	audio	44:11.0	super love	75	positive	56
98411adf-cfc0-400d-aac8-e215571ef3f2	67413 Lawrence Valleys	29	healthy eating, public speaking, food	Huawei	2019333d-2b9c-4a22-904c-d1f1aa9c68bb	food	GIF	07:09.0	super love	75	positive	91
98411adf-cfc0-400d-aac8-e215571ef3f2	67413 Lawrence Valleys	29	healthy eating, public speaking, food	Huawei	2019333d-2b9c-4a22-904c-d1f1aa9c68bb	food	GIF	24:55.0	super love	75	positive	91
98411adf-cfc0-400d-aac8-e215571ef3f2	67413 Lawrence Valleys	29	healthy eating, public speaking, food	Huawei	2019333d-2b9c-4a22-904c-d1f1aa9c68bb	food	GIF	12:50.0	super love	75	positive	91
2dd186bb-7a28-4e80-99c7-f1936afc7b49	473 Ronald Manor	16	cooking, science, studying, culture	Apple	88d65e30-7ca0-4f32-a020-45c4cb3d9632	travel	audio	53:06.0	super love	75	positive	66
2dd186bb-7a28-4e80-99c7-f1936afc7b49	473 Ronald Manor	16	cooking, science, studying, culture	Apple	88d65e30-7ca0-4f32-a020-45c4cb3d9632	travel	audio	50:05.0	super love	75	positive	66
2dd186bb-7a28-4e80-99c7-f1936afc7b49	473 Ronald Manor	16	cooking, science, studying, culture	Apple	88d65e30-7ca0-4f32-a020-45c4cb3d9632	travel	audio	28:48.0	super love	75	positive	66
2dd186bb-7a28-4e80-99c7-f1936afc7b49	473 Ronald Manor	16	cooking, science, studying, culture	Apple	88d65e30-7ca0-4f32-a020-45c4cb3d9632	travel	audio	22:15.0	super love	75	positive	66
2dd186bb-7a28-4e80-99c7-f1936afc7b49	473 Ronald Manor	16	cooking, science, studying, culture	Apple	88d65e30-7ca0-4f32-a020-45c4cb3d9632	travel	audio	44:03.0	super love	75	positive	66
e74edcea-5db4-4412-a4ce-eb7c5adc314a	644 Emily Burgs	26	food,healthy eating, soccer,technology	Motorola	323c35ed-081f-4efd-8bd6-ce5208ceb0ed	animals	GIF	26:50.0	super love	75	positive	40
e74edcea-5db4-4412-a4ce-eb7c5adc314a	644 Emily Burgs	26	food,healthy eating, soccer,technology	Motorola	323c35ed-081f-4efd-8bd6-ce5208ceb0ed	animals	GIF	40:51.0	super love	75	positive	40
56b8948a-68bd-425f-b842-eabe6bcfacca	9539 Sierra Spur	44	fitness	HTC	429632b9-88c0-4163-a7ed-4272a04f7838	Animals	audio	29:36.0	super love	75	positive	47
56b8948a-68bd-425f-b842-eabe6bcfacca	9539 Sierra Spur	44	fitness	HTC	429632b9-88c0-4163-a7ed-4272a04f7838	Animals	audio	25:56.0	super love	75	positive	47
92423e9a-4e8c-49bc-be75-c819912696ce	182 Robert Common Apt. 673	20	technology	Microsoft	281054fd-2b89-4191-92ae-98e1bc0ed51b	fitness	video	24:00.0	super love	75	positive	0
c834ba1d-8a10-4984-aaf2-7c2eab207076	8563 Hill Glens	24	veganism, dogs, dogs, food	Huawei	db672f6f-2f5b-47bd-aed6-bfc22188de4d	soccer	audio	41:39.0	super love	75	positive	43
80c36ce2-2cef-4a47-a563-d2a60a2b1825	85242 Elizabeth Bridge Apt. 195	10	culture, studying, education	Samsung	909cbb46-9789-4e9d-9148-890e5c44a9e2	animals	audio	44:42.0	super love	75	positive	16
80c36ce2-2cef-4a47-a563-d2a60a2b1825	85242 Elizabeth Bridge Apt. 195	10	culture, studying, education	Samsung	909cbb46-9789-4e9d-9148-890e5c44a9e2	animals	audio	19:56.0	super love	75	positive	16
bcdf88dc-2a52-4716-bc24-a1b46040c8ce	8817 Peters Mountain	36	fitness	HTC	1a69604e-95a0-4b91-8051-f3730b7e009b	fitness	video	52:27.0	super love	75	positive	69
bcdf88dc-2a52-4716-bc24-a1b46040c8ce	8817 Peters Mountain	36	fitness	HTC	1a69604e-95a0-4b91-8051-f3730b7e009b	fitness	video	28:40.0	super love	75	positive	69
bcdf88dc-2a52-4716-bc24-a1b46040c8ce	8817 Peters Mountain	36	fitness	HTC	1a69604e-95a0-4b91-8051-f3730b7e009b	fitness	video	28:30.0	super love	75	positive	69
bcdf88dc-2a52-4716-bc24-a1b46040c8ce	8817 Peters Mountain	36	fitness	HTC	1a69604e-95a0-4b91-8051-f3730b7e009b	fitness	video	37:21.0	super love	75	positive	69
15cf4392-8541-422b-8957-a9c0380c11d9	83443 Briana Crossing	39	fitness,cooking,healthy eating, soccer	Huawei	3e64dfe3-e832-4352-a170-9806f64ac507	healthy eating	audio	41:18.0	super love	75	positive	30
6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	181 Kristen Estates	22	animals, travel	HTC	96209724-37a8-475b-b80a-03e96a7c33b1	fitness	GIF	55:13.0	super love	75	positive	19
6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	181 Kristen Estates	22	animals, travel	HTC	96209724-37a8-475b-b80a-03e96a7c33b1	fitness	GIF	44:53.0	super love	75	positive	19
6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	181 Kristen Estates	22	animals, travel	HTC	96209724-37a8-475b-b80a-03e96a7c33b1	fitness	GIF	24:25.0	super love	75	positive	19
683d880b-3ccf-4f4d-8182-96e7a7a884bd	3509 Lee Rue Apt. 774	27	culture, tennis, veganism, fitness	Motorola	bb9dcde7-55bb-4fb8-b349-caa58fb08823	healthy eating	GIF	17:28.0	super love	75	positive	47
683d880b-3ccf-4f4d-8182-96e7a7a884bd	3509 Lee Rue Apt. 774	27	culture, tennis, veganism, fitness	Motorola	bb9dcde7-55bb-4fb8-b349-caa58fb08823	healthy eating	GIF	52:35.0	super love	75	positive	47
683d880b-3ccf-4f4d-8182-96e7a7a884bd	3509 Lee Rue Apt. 774	27	culture, tennis, veganism, fitness	Motorola	bb9dcde7-55bb-4fb8-b349-caa58fb08823	healthy eating	GIF	06:15.0	super love	75	positive	47
0c5b0547-820a-4beb-832e-3162f74ccfa7	000 Melissa Fields	17	tennis	Motorola	a0606e08-1798-44f5-a575-28e82f79dfe3	veganism	video	15:32.0	super love	75	positive	53
0c5b0547-820a-4beb-832e-3162f74ccfa7	000 Melissa Fields	17	tennis	Motorola	a0606e08-1798-44f5-a575-28e82f79dfe3	veganism	video	52:48.0	super love	75	positive	53
3af8d78b-55c4-4ac0-8161-7cc3f6ec11c9	Unit 2614 Box 8996	44	education	Huawei	3dc03a86-f481-42fa-bf43-a7bcf3b6572e	fitness	audio	09:48.0	super love	75	positive	57
fd7396b2-a18b-449c-b326-e676aebd7776	982 Jones Stream Apt. 637	41	veganism	Motorola	18a07663-ba3c-4ff9-94d3-bd533aa853c2	veganism	audio	12:04.0	super love	75	positive	26
a6e32004-8866-40e5-aaeb-e159c13fd42a	6436 Michele River Suite 127	23	technology, dogs, tennis, animals	Microsoft	dc78a872-9057-4a8e-9a25-a1c407c1b7c9	culture	audio	08:27.0	super love	75	positive	30
6178d76a-af2e-4453-93ee-02ca23ed3fdc	PSC 7480, Box 4771	29	cooking, cooking,cooking	Apple	a3d563e1-c7a6-4367-9195-cddc36863735	healthy eating	audio	07:50.0	super love	75	positive	23
6178d76a-af2e-4453-93ee-02ca23ed3fdc	PSC 7480, Box 4771	29	cooking, cooking,cooking	Apple	a3d563e1-c7a6-4367-9195-cddc36863735	healthy eating	audio	06:11.0	super love	75	positive	23
346174b1-4661-4cdd-8c47-66dbd013cd56	24228 Abbott Roads	32	travel, veganism, food	Microsoft	350e0d40-e036-459c-9cbe-73e003c33cfa	technology	photo	24:13.0	super love	75	positive	56
346174b1-4661-4cdd-8c47-66dbd013cd56	24228 Abbott Roads	32	travel, veganism, food	Microsoft	350e0d40-e036-459c-9cbe-73e003c33cfa	technology	photo	28:03.0	super love	75	positive	56
346174b1-4661-4cdd-8c47-66dbd013cd56	24228 Abbott Roads	32	travel, veganism, food	Microsoft	350e0d40-e036-459c-9cbe-73e003c33cfa	technology	photo	43:43.0	super love	75	positive	56
f25dc445-de4a-47ee-92a4-0ff29c56656d	573 Sanders Parkways	25	science, public speaking, veganism	Huawei	0e2169f4-b881-42d0-b99c-034b32f83504	food	GIF	23:11.0	super love	75	positive	7
f25dc445-de4a-47ee-92a4-0ff29c56656d	573 Sanders Parkways	25	science, public speaking, veganism	Huawei	0e2169f4-b881-42d0-b99c-034b32f83504	food	GIF	56:15.0	super love	75	positive	7
317c70d5-fe65-4663-afb1-150108e0e55c	2227 Jesse Plaza Suite 997	26	animals	Microsoft	60ca0278-5ed6-4669-939b-e6dc2021c07d	technology	GIF	20:01.0	super love	75	positive	76
f9ecf6a2-8402-43b3-bf22-8cd54394ea02	282 David Cliffs	28	veganism	Huawei	062cbf2f-fc22-4357-8890-63e7f13fcd37	education	audio	30:02.0	super love	75	positive	56
317c70d5-fe65-4663-afb1-150108e0e55c	2227 Jesse Plaza Suite 997	26	animals	Microsoft	a3e93c2d-7fb4-4881-994d-ee20ad564924	public speaking	video	11:39.0	super love	75	positive	76
317c70d5-fe65-4663-afb1-150108e0e55c	2227 Jesse Plaza Suite 997	26	animals	Microsoft	a3e93c2d-7fb4-4881-994d-ee20ad564924	public speaking	video	04:50.0	super love	75	positive	76
317c70d5-fe65-4663-afb1-150108e0e55c	2227 Jesse Plaza Suite 997	26	animals	Microsoft	a3e93c2d-7fb4-4881-994d-ee20ad564924	public speaking	video	33:23.0	super love	75	positive	76
317c70d5-fe65-4663-afb1-150108e0e55c	2227 Jesse Plaza Suite 997	26	animals	Microsoft	a3e93c2d-7fb4-4881-994d-ee20ad564924	public speaking	video	06:36.0	super love	75	positive	76
317c70d5-fe65-4663-afb1-150108e0e55c	2227 Jesse Plaza Suite 997	26	animals	Microsoft	a3e93c2d-7fb4-4881-994d-ee20ad564924	public speaking	video	58:40.0	super love	75	positive	76
317c70d5-fe65-4663-afb1-150108e0e55c	2227 Jesse Plaza Suite 997	26	animals	Microsoft	a3e93c2d-7fb4-4881-994d-ee20ad564924	public speaking	video	44:01.0	super love	75	positive	76
5b62e10e-3c19-4d28-a57c-e9bdc3d6758d	Unit 3930 Box 4373	24	tennis	Google	7fe36d94-8867-4719-9c62-60b077cf5973	travel	photo	16:39.0	super love	75	positive	56
5b62e10e-3c19-4d28-a57c-e9bdc3d6758d	Unit 3930 Box 4373	24	tennis	Google	7fe36d94-8867-4719-9c62-60b077cf5973	travel	photo	51:14.0	super love	75	positive	56
5b62e10e-3c19-4d28-a57c-e9bdc3d6758d	Unit 3930 Box 4373	24	tennis	Google	7fe36d94-8867-4719-9c62-60b077cf5973	travel	photo	34:07.0	super love	75	positive	56
4ce3f877-96ea-4a37-8107-1176126d9d97	977 Bailey Parkways Suite 546	40	soccer, dogs, public speaking	Motorola	56df8914-9d42-434d-9612-6bb518dd641e	fitness	video	37:24.0	super love	75	positive	46
4ce3f877-96ea-4a37-8107-1176126d9d97	977 Bailey Parkways Suite 546	40	soccer, dogs, public speaking	Motorola	56df8914-9d42-434d-9612-6bb518dd641e	fitness	video	10:42.0	super love	75	positive	46
4ce3f877-96ea-4a37-8107-1176126d9d97	977 Bailey Parkways Suite 546	40	soccer, dogs, public speaking	Motorola	56df8914-9d42-434d-9612-6bb518dd641e	fitness	video	02:04.0	super love	75	positive	46
